Timestamp,Name,Value
11.587327,"NT:/limelight/json","{""Results"":{""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""pID"":0.0,""tl"":13.445052146911621,""ts"":3216680.49372,""v"":1}}"
11.604368,"NT:/limelight/tl",16.00942611694336
11.604408,"NT:/limelight/tc",0.43529412150382996;0.43529412150382996;0.43529412150382996
11.604428,"NT:/limelight/hb",215585
11.6045,"NT:/limelight/json","{""Results"":{""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""pID"":0.0,""tl"":12.307761192321777,""ts"":3216693.632158,""v"":1}}"
11.604934,"NT:/SmartDashboard/LimelightLength",12.96251039505005
11.619265,"NT:/limelight/tl",13.408385276794434
11.619462,"NT:/limelight/tc",0.3450980484485626;0.3450980484485626;0.3450980484485626
11.619493,"NT:/limelight/hb",215586
11.619511,"NT:/limelight/json","{""Results"":{""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""pID"":0.0,""tl"":16.00942611694336,""ts"":3216710.546689,""v"":1}}"
11.632138,"NT:/limelight/tl",11.163957595825195
11.63218,"NT:/limelight/tc",0.40784314274787903;0.40784314274787903;0.40784314274787903
11.6322,"NT:/limelight/hb",215587
11.632215,"NT:/limelight/json","{""Results"":{""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""pID"":0.0,""tl"":13.408385276794434,""ts"":3216725.845074,""v"":1}}"
11.645197,"NT:/SmartDashboard/LimelightLength",12.605666542053223
11.645789,"NT:/limelight/tl",13.148124694824219
11.645826,"NT:/limelight/tc",0.4000000059604645;0.40392157435417175;0.40392157435417175
11.645845,"NT:/limelight/hb",215588
11.64586,"NT:/limelight/json","{""Results"":{""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""pID"":0.0,""tl"":11.163957595825195,""ts"":3216738.6506470004,""v"":1}}"
11.662311,"NT:/limelight/tl",15.052499771118164
11.662353,"NT:/limelight/tc",0.3607843220233917;0.3607843220233917;0.3607843220233917
11.662373,"NT:/limelight/hb",215589
11.662388,"NT:/limelight/json","{""Results"":{""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""pID"":0.0,""tl"":13.148124694824219,""ts"":3216752.4928869996,""v"":1}}"
11.665294,"NT:/SmartDashboard/LimelightLength",12.768546676635742
11.677639,"NT:/limelight/tl",14.001510620117188
11.677675,"NT:/limelight/tc",0.42352941632270813;0.4274509847164154;0.4274509847164154
11.677695,"NT:/limelight/hb",215590
11.677711,"NT:/limelight/json","{""Results"":{""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""pID"":0.0,""tl"":15.052499771118164,""ts"":3216768.1763239997,""v"":1}}"
11.6855,"NT:/SmartDashboard/LimelightLength",12.62298936843872
11.696379,"NT:/limelight/tv",1
11.696405,"NT:/limelight/tl",16.906822204589844
11.696418,"NT:/limelight/tx",-10.792969703674316
