Timestamp,Name,Value
0.781048,"NT:/LiveWindow/.status/LW Enabled",false
0.983591,"NT:/FMSInfo/.type","FMSInfo"
0.983865,"NT:/FMSInfo/GameSpecificMessage",""
0.984075,"NT:/FMSInfo/EventName",""
0.998226,"NT:/FMSInfo/MatchNumber",<invalid>
0.998465,"NT:/FMSInfo/ReplayNumber",<invalid>
0.998628,"NT:/FMSInfo/MatchType",<invalid>
0.998851,"NT:/FMSInfo/IsRedAlliance",true
0.999347,"NT:/FMSInfo/StationNumber",<invalid>
0.999517,"NT:/FMSInfo/FMSControlData",<invalid>
2.307609,"NT:/SmartDashboard/Field/.controllable",true
2.293578,"NT:/SmartDashboard/Field/.type","Field2d"
3.163795,"NT:/SmartDashboard/Field/Robot",0;0;0
2.315195,"NT:/SmartDashboard/Field/.name","Field"
2.868493,"NT:/SmartDashboard/Controller P",2
2.868534,"NT:/SmartDashboard/Controller I",1
2.868562,"NT:/SmartDashboard/Controller D",1
2.909018,"NT:/SmartDashboard/Shooter Speed",0
2.909246,"NT:/SmartDashboard/AutoShootPower",0.5
3.164137,"NTConnection","{""connected"":true,""remote_id"":""NT3@172.22.11.1:61113"",""remote_ip"":""172.22.11.1"",""remote_port"":61113,""protocol_version"":768}"
3.211226,"NT:/FMSInfo/StationNumber",<invalid>
3.211307,"NT:/FMSInfo/FMSControlData",<invalid>
3.226035,"NT:/SmartDashboard/LimelightX",0
3.226317,"NT:/SmartDashboard/LimelightY",0
3.22648,"NT:/SmartDashboard/LimelightArea",0
3.226651,"NT:/SmartDashboard/LimelightLength",0
6.175718,"systemTime",2023-01-28 16:17:08.391618
10.576506,"NT:/FMSInfo/FMSControlData",<invalid>
10.66699,"NT:/SmartDashboard/Arm Angle",0
10.667707,"NT:/SmartDashboard/Arm Rate",0
11.175336,"systemTime",2023-01-28 16:17:13.391277
13.239417,"NT:/SmartDashboard/Arm Angle",-0.0007669903939428206
13.258963,"NT:/SmartDashboard/Arm Angle",-0.0023009711818284618
13.258998,"NT:/SmartDashboard/Arm Rate",-0.0975789921303301
13.27939,"NT:/SmartDashboard/Arm Angle",-0.0046019423636569235
